"Total Fuel Consumption
Quantity","Electric Fuel Consumption
Quantity","Total Fuel Consumption
MMBtu","Elec Fuel Consumption
MMBtu","Net Generation
(Megawatthours)",YEAR
"36,497,880","21,434,488","37,386,582","21,957,376","3,815,333",2023
"787,168","461,867","212,534","124,704","21,870",2023
0,0,"67,764","67,764","19,860",2023
0,0,0,0,0,2023
"1,571,135","139,217","17,282,485","1,531,397","366,357",2023
0,0,0,0,0,2023
"2,472,894","222,390","2,556,974","229,951","55,011",2023
"28,760","2,505","184,638","16,070","3,844",2023
"305,919","26,940","2,753,271","242,466","58,005",2023
889,200,"4,892","1,094",149,2023
"1,309,759","305,780","1,342,503","313,424","42,783",2023
"7,485","1,756","160,029","37,553","5,126",2023
"1,743",406,"11,125","2,590",354,2023
804,190,"24,924","5,851",799,2023
"834,391","192,881","1,894,068","437,842","59,766",2023
"153,589","35,890","2,612,994","610,632","83,353",2023
0,0,0,0,0,2023
0,0,0,0,0,2023
0,0,0,0,3,2023
0,0,0,0,"2,756",2023
657,333,"3,764","1,909",333,2023
"1,347,475","677,300","1,385,605","696,456","112,727",2023
"3,533,333","916,160","3,593,398","931,733","234,845",2023
0,0,0,0,0,2023
0,0,"55,404","55,404","16,238",2023
0,0,"426,835","426,835","125,098",2023
"111,893","111,893","1,387,474","1,387,474","84,029",2023
"10,995","10,995","10,995","10,995",654,2023
0,0,"105,991","105,991","31,064",2023
"3,515","3,515","3,654","3,654",239,2023
"342,939","342,939","4,279,954","4,279,954","284,880",2023
"1,159,108","79,600","13,804,977","948,023","222,341",2023
0,0,0,0,0,2023
"5,037,399","358,256","5,173,410","367,930","86,287",2023
"75,986","5,001","477,721","31,444","7,375",2023
"41,508","3,888","1,286,748","120,560","28,268",2023
"253,023","15,359","2,213,951","134,393","31,517",2023
0,0,0,0,0,2023
0,0,0,0,0,2023
"1,236,806","32,697","1,266,202","33,478","6,407",2023
0,0,0,0,0,2023
0,0,0,0,0,2023
0,0,0,0,0,2023
0,0,"95,972","95,972","28,128",2023
"222,620","100,382","2,404,297","1,084,124","231,979",2023
"2,038,412","910,667","2,038,412","910,667","194,766",2023
"33,722","15,483","606,996","278,659","59,713",2023
"562,727","83,889","6,454,364","962,048","176,410",2023
"5,162,481","767,856","5,284,500","785,965","143,932",2023
0,0,0,0,0,2023
0,0,0,0,0,2023
0,0,"218,987","218,987","64,181",2023
"367,530","56,709","4,410,360","680,498","153,571",2023
"3,331,359","540,465","3,331,359","540,465","121,969",2023
0,0,0,0,0,2023
"98,866","15,230","767,030","118,938","26,841",2023
0,0,0,0,0,2023
719,348,732,354,56,2023
0,0,0,0,0,2023
"42,637","27,953","43,448","28,484","4,364",2023
0,0,0,0,0,2023
"2,540","2,540","2,633","2,633",664,2023
0,0,0,0,0,2023
"19,900","19,900","20,618","20,618","1,592",2023
0,0,0,0,0,2023
"5,196","5,196","5,113","5,113",235,2023
0,0,0,0,0,2023
"95,652","95,652","94,121","94,121","10,608",2023
"78,309",0,"80,893",0,0,2023
0,0,0,0,0,2023
"835,892","114,818","9,863,526","1,354,845","231,523",2023
0,0,0,0,0,2023
"2,413,040","325,328","2,497,551","336,731","57,514",2023
0,0,0,0,0,2023
0,0,0,0,0,2023
"377,466","219,921","2,895,920","1,687,223","131,069",2023
"241,329","140,604","3,539,489","2,062,182","160,198",2023
0,0,"1,143,100","1,143,100","335,023",2023
0,0,"1,061,867","1,061,867","311,215",2023
0,0,0,0,68,2023
0,0,0,0,"223,910",2023
478,453,"2,633","2,493",211,2023
"8,664,302","7,806,367","9,036,867","8,142,040","687,931",2023
0,0,"1,226,234","1,226,234","359,388",2023
"5,022","5,022","29,528","29,528","1,256",2023
"560,403","560,403","4,134,093","4,134,093","224,048",2023
"358,293","358,293","5,052,777","5,052,777","273,837",2023
0,0,0,0,0,2023
0,0,0,0,0,2023
"580,643","580,643","4,283,403","4,283,403","197,129",2023
"371,232","371,232","5,235,298","5,235,298","240,937",2023
"6,771","6,771","39,443","39,443","1,821",2023
"150,048","150,048","1,106,904","1,106,904","50,589",2023
"95,932","95,932","1,352,893","1,352,893","61,831",2023
"430,408","368,119","447,624","382,843","47,775",2023
"239,583","187,937","249,168","195,453","24,812",2023
"147,487","104,891","155,100","110,316","7,319",2023
"220,650","161,431","3,663,360","2,679,242","179,335",2023
0,0,"16,928","16,928","4,961",2023
0,0,0,0,0,2023
"24,024","3,168","266,667","35,156","5,997",2023
0,0,0,0,0,2023
"755,986","755,986","758,327","758,327","60,751",2023
0,0,0,0,0,2023
"358,108","358,108","5,863,867","5,863,867","466,039",2023
"10,856","10,856","346,284","346,284","27,517",2023
0,0,0,0,0,2023
"359,698","272,015","7,840,195","5,929,059","656,445",2023
"3,326","2,368","19,560","13,924","1,609",2023
0,0,0,0,0,2023
"257,470","257,470","277,060","277,060","52,004",2023
"881,250","881,250","948,284","948,284","61,696",2023
"216,760","216,760","232,800","232,800","14,145",2023
"539,976","46,542","11,894,021","1,024,781","208,862",2023
"2,077,248","175,155","2,134,502","180,005","35,948",2023
0,0,0,0,0,2023
0,0,"26,488","26,488","7,764",2023
"1,290,213","115,871","1,303,115","117,031","26,411",2023
0,0,0,0,0,2023
0,0,"57,772","57,772","16,932",2023
"7,035,780","2,555,824","7,155,389","2,599,273","639,915",2023
"33,872,664","12,655,867","34,527,712","12,900,998","2,630,866",2023
0,0,0,0,0,2023
44,28,258,167,20,2023
0,0,0,0,0,2023
0,0,0,0,0,2023
"1,988",342,"11,631","2,003",185,2023
0,0,0,0,0,2023
0,0,0,0,0,2023
"22,715","4,150","231,693","42,320","2,672",2023
0,0,"24,576","24,576","7,203",2023
"312,787","34,592","3,565,773","394,344","65,483",2023
"2,693,686","298,213","2,747,562","304,177","50,510",2023
0,0,0,0,0,2023
"846,154","122,019","10,238,464","1,476,443","175,076",2023
"5,608",818,"31,573","4,604",555,2023
"1,923,098","268,896","1,980,791","276,962","32,295",2023
0,0,0,0,0,2023
"447,153","65,429","4,337,384","634,661","75,802",2023
"85,626","5,906","811,734","55,994","12,472",2023
"244,929","16,277","244,929","16,277","3,625",2023
"22,653","1,169","141,581","7,305","1,627",2023
"56,477","3,646","480,055","30,982","6,901",2023
0,0,"21,155","21,155","6,200",2023
0,0,"49,012","49,012","14,365",2023
0,0,"18,678","18,678","5,474",2023
0,0,"10,352","10,352","3,034",2023
0,0,"99,696","99,696","29,219",2023
"132,648","98,822","136,496","101,689","8,762",2023
0,0,0,0,0,2023
0,0,0,0,"203,045",2023
0,0,0,0,0,2023
"5,150,755","5,150,755","5,322,667","5,322,667","406,100",2023
0,0,"27,548","27,548","8,074",2023
0,0,"31,245","31,245","9,157",2023
0,0,"6,173","6,173","1,809",2023
0,0,"68,329","68,329","20,026",2023
"1,397,425","1,397,425","1,465,748","1,465,748","2,127,062",2023
"84,584,792","69,752,547","88,685,052","73,133,950","7,628,620",2023
0,0,0,0,0,2023
"750,726","750,726","5,150,610","5,150,610","257,367",2023
"479,976","479,976","6,294,978","6,294,978","314,549",2023
"2,958","2,958","3,085","3,085",154,2023
"646,424","646,424","327,736","327,736","34,022",2023
0,0,0,0,0,2023
"25,997","25,997","27,037","27,037","22,417",2023
0,0,0,0,0,2023
"646,943","646,943","672,822","672,822","53,534",2023
0,0,"63,248","63,248","18,537",2023
0,0,"63,248","63,248","18,537",2023
0,0,"1,148,172","1,148,172","336,510",2023
0,0,0,0,"76,758",2023
"2,913,970","2,913,970","3,043,241","3,043,241","262,938",2023
0,0,"233,775","233,775","68,515",2023
0,0,0,0,0,2023
0,0,0,0,0,2023
0,0,0,0,0,2023
295,295,739,739,38,2023
"30,085","30,085","258,901","258,901","13,417",2023
"65,389","65,389","67,720","67,720","4,282",2023
"144,642","144,642","2,183,530","2,183,530","140,800",2023
0,0,0,0,0,2023
"7,035","7,035","7,316","7,316",418,2023
"555,146","555,146","5,799,851","5,799,851","344,578",2023
"31,030","31,030","32,180","32,180","1,773",2023
"166,060","166,060","2,561,421","2,561,421","144,855",2023
0,0,0,0,0,2023
0,0,0,0,0,2023
"19,182","19,182","19,949","19,949","1,180",2023
"448,470","448,470","4,682,196","4,682,196","281,990",2023
0,0,0,0,0,2023
"1,794","1,794","10,347","10,347",623,2023
0,0,0,0,0,2023
"576,552","576,552","5,585,912","5,585,912","339,381",2023
"55,176","55,176","57,337","57,337","5,687",2023
"9,438","9,438","9,532","9,532",623,2023
"189,247","189,247","3,093,290","3,093,290","204,474",2023
0,0,"12,400","12,400","3,634",2023
802,802,"4,742","4,742",325,2023
0,0,0,0,0,2023
"267,036","267,036","4,243,770","4,243,770","305,842",2023
0,0,"15,092","15,092","4,423",2023
"979,170","587,729","994,488","597,318","221,787",2023
"2,171,074","89,137","748,239","30,720","5,636",2023
"24,871,659","11,922,595","25,261,591","12,109,847","2,098,038",2023
0,0,0,0,0,2023
"4,994,572","1,974,765","5,099,457","2,016,234","411,177",2023
0,0,0,0,0,2023
721,0,"4,240",0,0,2023
"556,770",0,"573,664",0,0,2023
0,0,"66,497","66,497","19,489",2023
0,0,"15,716","15,716","4,606",2023
0,0,"15,716","15,716","4,606",2023
0,0,0,0,0,2023
0,0,0,0,26,2023
0,0,0,0,"25,855",2023
273,208,"1,638","1,243",126,2023
"1,580,092","1,207,847","1,633,814","1,248,915","126,819",2023
0,0,"30,261","30,261","8,869",2023
0,0,"29,707","29,707","8,707",2023
0,0,"26,815","26,815","7,859",2023
0,0,"19,742","19,742","5,786",2023
0,0,"17,716","17,716","5,192",2023
"177,483","177,483","187,631","187,631","40,308",2023
"1,597,085","1,152,964","1,688,624","1,219,051","140,780",2023
"4,644","4,644","4,644","4,644",299,2023
"3,331","3,331","86,606","86,606","5,663",2023
"214,600","214,600","1,931,400","1,931,400","128,161",2023
"4,258","1,467","24,142","8,320","2,032",2023
0,0,"16,378","16,378","4,800",2023
0,0,"2,140","2,140",628,2023
"7,179",853,"40,706","4,841","1,170",2023
"1,570,628","178,929","954,943","108,789","26,289",2023
0,0,"1,720","1,720",504,2023
0,0,"41,042","41,042","12,029",2023
0,0,"18,080","18,080","5,299",2023
"10,771","10,771","10,771","10,771",638,2023
"178,320","178,320","2,853,120","2,853,120","171,546",2023
"57,004","57,004","456,032","456,032","32,014",2023
"26,756","26,756","214,048","214,048","13,002",2023
0,0,"2,867","2,867",840,2023
0,0,"15,789","15,789","4,627",2023
"4,520,622","346,654","4,774,557","366,320","76,294",2023
0,0,0,0,0,2023
"3,375",912,"71,476","19,329","2,892",2023
"116,676","30,054","1,812,020","467,822","71,298",2023
0,0,0,0,0,2023
"926,375","238,859","16,281,915","4,197,682","638,882",2023
0,0,0,0,0,2023
0,0,0,0,0,2023
0,0,0,0,0,2023
"22,610","2,741","395,677","47,984","6,108",2023
0,0,0,0,0,2023
"39,348","3,679","688,593","64,370","9,012",2023
"29,808","3,631","521,641","63,566","9,012",2023
"3,547,010","1,219,819","3,547,010","1,219,819","303,882",2023
"116,881","20,640","2,519,654","445,050","80,165",2023
"17,000","2,910","17,000","2,910",519,2023
0,0,0,0,0,2023
"1,044,847","179,751","18,049,675","3,103,849","557,617",2023
"849,176","143,201","18,257,288","3,078,828","512,431",2023
"69,547","11,533","69,547","11,533","1,897",2023
"750,406","128,568","12,991,577","2,225,814","371,566",2023
0,0,0,0,0,2023
0,0,0,0,0,2023
0,0,0,0,0,2023
"334,757","90,431","347,143","93,777","23,362",2023
0,0,0,0,0,2023
"6,084,005","1,261,006","6,345,617","1,315,229","300,668",2023
"142,086","142,086","2,464,355","2,464,355","136,044",2023
316,316,"1,833","1,833",155,2023
"138,744","138,744","141,520","141,520","11,937",2023
0,0,"7,257","7,257","2,127",2023
0,0,"1,452,615","1,452,615","425,737",2023
0,0,"1,241,795","1,241,795","363,949",2023
0,0,"945,995","945,995","277,255",2023
0,0,"258,948","258,948","75,893",2023
0,0,"336,043","336,043","98,488",2023
0,0,"38,178","38,178","11,189",2023
0,0,"22,256","22,256","6,523",2023
0,0,"60,697","60,697","17,789",2023
346,144,"2,000",839,176,2023
"2,836,937","1,190,343","2,913,535","1,222,481","256,319",2023
752,348,"4,345","2,007",421,2023
"1,606",291,"9,281","1,687",350,2023
"1,979,990","381,775","2,033,450","392,081","81,370",2023
0,0,0,0,0,2023
"264,107","63,143","273,086","65,290","14,480",2023
0,0,0,0,0,2023
0,0,0,0,0,2023
0,0,0,0,67,2023
0,0,0,0,"6,180",2023
439,373,"2,544","2,160",166,2023
"187,460","179,430","192,945","184,681","13,570",2023
"398,065","330,462","413,988","343,680","43,797",2023
0,0,0,0,"2,107",2023
"5,122,591","5,122,591","5,338,556","5,338,556","1,467,247",2023
0,0,0,0,"6,998",2023
44,44,192,192,110,2023
"13,615","9,220","83,868","56,795","7,249",2023
"46,125,291","27,505,321","48,066,485","28,662,956","4,137,825",2023
"253,198","174,259","258,411","177,849","22,349",2023
816,534,"3,558","2,329",306,2023
0,0,"38,443","38,443","11,267",2023
0,0,"1,484,780","1,484,780","435,164",2023
"3,274,966","1,197,352","3,347,015","1,223,695","272,842",2023
"2,179,982","2,179,982","2,288,982","2,288,982","215,029",2023
"658,953","139,612","7,643,853","1,619,481","132,638",2023
"4,095,683","870,952","4,300,467","914,501","74,899",2023
"533,917","112,775","3,950,985","834,538","68,350",2023
0,0,"38,506","38,506","11,285",2023
"41,760","41,760","320,398","320,398","5,167",2023
"26,701","26,701","391,597","391,597","6,316",2023
"8,867","8,867","8,867","8,867",143,2023
0,0,"591,755","591,755","173,434",2023
0,0,"104,720","104,720","30,692",2023
"81,435",0,"83,878",0,0,2023
"1,037,524","1,020,440","1,068,649","1,051,053","397,806",2023
"2,981,682","378,857","906,431","115,172","20,928",2023
"16,492,389","8,366,893","16,987,161","8,617,898","1,310,046",2023
0,0,0,0,0,2023
0,0,"12,457","12,457","3,651",2023
"2,799","2,799","15,398","15,398",811,2023
"177,291","177,291","2,340,240","2,340,240","119,148",2023
445,445,"2,626","2,626",153,2023
"5,311","5,311","43,883","43,883","2,038",2023
"3,396","3,396","53,635","53,635","2,491",2023
0,0,0,0,0,2023
"335,594","89,344","342,305","91,130","18,584",2023
0,0,0,0,0,2023
"789,601","395,839","789,601","395,839","56,644",2023
0,0,"4,914","4,914","1,440",2023
0,0,0,0,0,2023
"357,370","203,131","368,449","209,430","32,595",2023
0,0,"11,322","11,322","3,318",2023
0,0,"1,613,676","1,613,676","472,942",2023
"22,192,202","2,891,473","1,553,456","202,403","35,050",2023
"469,155","60,673","469,155","60,673","10,570",2023
"348,948","348,948","2,831,714","2,831,714","148,797",2023
"223,096","223,096","3,460,851","3,460,851","181,856",2023
"18,500","18,500","18,946","18,946",984,2023
0,0,"7,861","7,861","2,304",2023
0,0,"92,765","92,765","27,188",2023
0,0,"20,087","20,087","5,887",2023
0,0,"34,701","34,701","10,170",2023
314,161,"1,820",934,150,2023
"603,739","309,348","615,814","315,535","50,863",2023
"871,155","230,858","882,883","233,791","15,474",2023
"10,893","3,189","69,716","20,409","1,613",2023
"3,992",640,"86,599","13,945","1,799",2023
104,20,611,115,16,2023
"678,897","130,604","678,897","130,604","18,901",2023
"3,770",583,"102,598","15,826","1,992",2023
0,0,0,0,0,2023
0,0,"18,965","18,965","5,558",2023
0,0,"9,407","9,407","2,757",2023
43,19,253,110,9,2023
"1,506",722,"1,561",747,83,2023
"52,076","8,015","442,647","68,139","13,036",2023
"998,794","97,527","11,486,134","1,121,554","233,587",2023
0,0,0,0,0,2023
"3,422,254","334,149","3,627,589","354,198","73,769",2023
"528,407","51,268","4,919,467","477,309","99,410",2023
0,0,"13,758","13,758","4,032",2023
0,0,0,0,0,2023
"321,450","321,450","333,776","333,776","268,856",2023
0,0,0,0,0,2023
"6,819,184","6,819,184","7,090,218","7,090,218","540,655",2023
"134,560","25,470","2,422,080","458,435","94,493",2023
"236,407","236,407","4,255,326","4,255,326","171,460",2023
"4,346,508","1,513,641","4,539,607","1,580,636","318,746",2023
0,0,0,0,0,2023
"978,803","439,877","999,356","449,113","107,250",2023
0,0,0,0,0,2023
"3,235,734","1,013,513","3,303,684","1,034,796","247,113",2023
"2,116,612","457,556","2,225,262","481,065","105,016",2023
"4,656,512","1,008,681","5,577,331","1,208,526","263,742",2023
"283,551","283,551","283,551","283,551","19,659",2023
"578,956","578,956","636,853","636,853","44,156",2023
"19,701","19,701","669,327","669,327","46,404",2023
0,0,19,19,6,2023
0,0,"9,284","9,284","2,721",2023
0,0,"12,050","12,050","3,532",2023
0,0,0,0,0,2023
"107,719","107,719","109,274","109,274","7,098",2023
0,0,"20,161","20,161","5,909",2023
"6,855,692","3,513,686","7,061,363","3,619,096","574,366",2023
"82,946","24,026","91,240","26,426","6,427",2023
"431,417","431,417","517,700","517,700","32,862",2023
"59,174","13,311","633,753","142,550","11,453",2023
"1,384",135,"36,843","3,579",740,2023
"2,463,622","220,473","2,525,212","225,983","46,736",2023
0,0,0,0,0,2023
0,0,0,0,0,2023
0,0,0,0,0,2023
0,0,0,0,0,2023
"6,149,578","3,807,089","6,334,066","3,921,303","495,564",2023
"580,814","392,812","598,239","404,596","54,020",2023
"139,513","107,022","228,802","175,516","25,041",2023
"1,377,214","931,972","1,432,303","969,251","232,525",2023
"1,795,866","80,389","1,230,167","55,066","11,620",2023
"22,176,912","7,474,985","23,063,989","7,773,985","1,612,472",2023
0,0,0,0,0,2023
0,0,0,0,0,2023
0,0,"252,143","252,143","73,899",2023
0,0,"18,978","18,978","5,562",2023
0,0,"21,201","21,201","6,213",2023
0,0,0,0,0,2023
"330,249","122,139","342,735","126,759","24,008",2023
0,0,"16,634","16,634","4,875",2023
0,0,"33,447","33,447","9,803",2023
0,0,"11,899","11,899","3,487",2023
0,0,"3,701","3,701","1,085",2023
0,0,"59,078","59,078","17,315",2023
0,0,"62,946","62,946","18,448",2023
0,0,0,0,0,2023
"925,248","127,774","11,380,551","1,571,634","373,102",2023
"10,329","1,447","58,539","8,201","1,947",2023
"1,464,123","206,140","1,464,123","206,140","48,937",2023
"483,137","56,377","4,058,350","473,567","112,423",2023
0,0,0,0,0,2023
0,0,0,0,0,2023
0,0,0,0,0,2023
0,0,0,0,0,2023
0,0,0,0,0,2023
0,0,0,0,0,2023
0,0,0,0,0,2023
"756,159","65,981","8,166,519","712,595","140,070",2023
0,0,0,0,0,2023
"3,600,955","320,613","3,600,955","320,613","63,021",2023
"18,256","1,719","105,885","9,970","1,960",2023
"35,583","3,191","491,044","44,039","8,656",2023
"75,156","6,682","1,382,870","122,920","24,162",2023
"171,794","15,299","2,920,498","260,105","51,127",2023
"603,830","71,470","6,823,280","807,613","165,361",2023
0,0,0,0,0,2023
"1,336,568","149,248","1,381,131","154,227","31,578",2023
0,0,0,0,0,2023
0,0,0,0,0,2023
0,0,0,0,0,2023
"720,314","65,384","8,960,705","813,378","170,983",2023
"38,381","3,469","224,068","20,246","4,256",2023
"1,723,066","160,026","1,779,928","165,306","34,749",2023
0,0,0,0,0,2023
"429,085","38,440","7,122,811","638,096","134,136",2023
0,0,"10,697","10,697","3,135",2023
0,0,0,0,0,2023
0,0,0,0,0,2023
"428,147","28,538","4,799,583","320,145","67,557",2023
0,0,0,0,0,2023
"1,727,612","120,749","1,607,740","112,160","23,668",2023
0,0,0,0,0,2023
0,0,0,0,0,2023
"821,489","121,159","9,036,379","1,332,746","191,397",2023
0,0,0,0,0,2023
"5,853,093","970,725","5,853,093","970,725","139,407",2023
"159,792","26,319","2,716,464","447,427","64,256",2023
0,0,0,0,0,2023
0,0,0,0,0,2023
0,0,0,0,0,2023
"431,709","134,137","448,115","139,233","27,194",2023
"133,312","133,312","999,842","999,842","123,905",2023
"232,340","80,047","249,766","86,050","15,818",2023
0,0,0,0,0,2023
0,0,"153,447","153,447","44,973",2023
0,0,"80,990","80,990","23,737",2023
0,0,0,0,0,2023
0,0,"884,904","884,904","259,350",2023
0,0,0,0,0,2023
"276,983","276,983","1,838,938","1,838,938","113,541",2023
"177,084","177,084","2,247,640","2,247,640","138,776",2023
"48,531","48,531","48,531","48,531","2,974",2023
"3,853,699","636,814","3,975,524","655,941","119,192",2023
"1,057,212","98,764","1,130,392","106,078","22,323",2023
0,0,0,0,"1,209",2023
"20,202,283","9,678,160","20,849,393","9,988,221","1,814,976",2023
"3,685,330","1,785,406","3,921,963","1,901,530","342,483",2023
"78,866","39,155","343,542","170,561","29,784",2023
0,0,0,0,-17,2023
0,0,"8,529","8,529","2,500",2023
0,0,"8,809","8,809","2,582",2023
"13,778","6,648","13,778","6,648",799,2023
"145,822","69,821","87,492","41,893","5,034",2023
0,0,0,0,0,2023
"106,137","106,137","782,991","782,991","36,153",2023
"67,861","67,861","956,996","956,996","44,188",2023
"16,938","16,938","16,938","16,938",784,2023
0,0,747,747,219,2023
"11,641,475","824,367","11,990,720","849,098","207,981",2023
"731,214","51,914","1,624,128","115,760","28,357",2023
128,110,782,659,97,2023
0,0,0,0,0,2023
0,0,0,0,0,2023
0,0,"10,025","10,025","2,938",2023
"158,507","137,130","162,944","140,969","10,742",2023
0,0,0,0,0,2023
"19,552","5,956","435,311","132,642","25,398",2023
0,0,0,0,0,2023
"2,095,566","587,690","2,195,877","615,428","118,239",2023
0,0,0,0,0,2023
0,0,0,0,0,2023
0,0,0,0,0,2023
0,0,0,0,0,2023
"1,338","1,338","7,640","7,640",637,2023
"144,736","144,736","150,587","150,587","12,159",2023
0,0,0,0,0,2023
"77,448","7,028","2,169,106","196,816","35,764",2023
"268,301","24,345","2,683,010","243,442","44,236",2023
"82,392","7,572","479,275","44,048","8,004",2023
0,0,0,0,0,2023
"1,084,249","98,624","1,118,945","101,779","18,495",2023
0,0,0,0,0,2023
"11,112","1,009","100,230","9,104","1,654",2023
0,0,0,0,0,2023
"605,337","63,124","7,142,976","744,851","168,779",2023
0,0,0,0,0,2023
"2,679,753","284,308","2,679,753","284,308","64,422",2023
"349,355","36,369","4,366,940","454,597","103,009",2023
146,28,"3,504",655,96,2023
"612,917","112,514","7,109,837","1,305,168","191,015",2023
"386,460","67,840","389,938","68,452","10,018",2023
"377,973","69,465","3,264,779","599,284","87,707",2023
0,0,"69,343","69,343","20,323",2023
0,0,0,0,0,2023
"59,786","5,085","1,530,522","130,232","28,088",2023
"489,937","41,687","5,928,237","504,407","108,787",2023
"1,466",124,"9,235",780,168,2023
"989,596","84,359","989,596","84,359","18,194",2023
"3,100",262,"19,532","1,647",355,2023
"113,404","9,660","986,616","84,042","18,125",2023
88,88,511,511,30,2023
0,0,0,0,0,2023
0,0,"56,451","56,451","16,545",2023
0,0,"45,085","45,085","13,214",2023
0,0,"50,921","50,921","14,924",2023
0,0,0,0,0,2023
0,0,"247,080","247,080","72,415",2023
0,0,0,0,0,2023
0,0,0,0,0,2023
"496,588","160,366","506,520","163,573","13,811",2023
0,0,"357,626","357,626","104,814",2023
"63,245","63,245","31,545","31,545","2,993",2023
"850,537","850,537","879,496","879,496","84,489",2023
0,0,0,0,0,2023
"164,324","164,324","82,917","82,917","5,391",2023
"313,605","313,605","324,279","324,279","19,169",2023
0,0,"152,329","152,329","44,645",2023
0,0,"210,931","210,931","61,820",2023
0,0,"21,768","21,768","6,380",2023
505,505,"2,930","2,930",160,2023
"647,725","647,725","4,778,267","4,778,267","264,490",2023
"414,120","414,120","5,840,121","5,840,121","323,266",2023
"111,277","111,277","111,277","111,277","6,164",2023
0,0,0,0,0,2023
"229,517","229,517","236,248","236,248","99,678",2023
0,0,0,0,0,2023
"3,618,403","3,618,403","3,724,229","3,724,229","338,940",2023
"1,570,630","1,570,630","1,616,180","1,616,180","156,162",2023
0,0,0,0,0,2023
"92,913","92,913","1,114,956","1,114,956","74,050",2023
"6,064","6,064","6,222","6,222",393,2023
44,4,"1,056",99,20,2023
"1,142,704","105,710","13,712,448","1,268,540","253,489",2023
"5,138",458,"29,801","2,663",532,2023
"3,378,222","311,364","3,484,739","321,267","64,198",2023
0,0,0,0,0,2023
"612,724","56,608","5,269,426","486,842","97,285",2023
"31,127","31,127","32,625","32,625","3,090",2023
"27,638","27,638",0,0,"-3,784",2023
0,0,0,0,0,2023
"14,538,577","12,749,740","14,817,178","12,994,041","1,142,501",2023
"1,361,262","1,193,520","1,089,010","954,815","83,952",2023
0,0,"830,354","830,354","243,363",2023
0,0,0,0,0,2023
"1,479,992","332,099","1,568,791","352,027","29,141",2023
0,0,0,0,0,2023
0,0,0,0,0,2023
"279,947","63,806","8,409,608","1,916,746","158,572",2023
0,0,0,0,0,2023
0,0,0,0,0,2023
17,0,100,0,0,2023
0,0,0,0,0,2023
"59,502",0,"63,311",0,0,2023
"204,070","38,482","3,081,012","580,768","64,020",2023
422,422,429,429,1,2023
0,0,"52,520","52,520","15,393",2023
0,0,"16,012","16,012","4,693",2023
0,0,0,0,0,2023
0,0,0,0,0,2023
"637,802","48,920","637,802","48,920","8,620",2023
0,0,"21,417","21,417","6,277",2023
0,0,"7,790","7,790","2,283",2023
0,0,"27,767","27,767","8,138",2023
0,0,0,0,0,2023
"303,100","86,528","307,345","87,739","16,715",2023
0,0,0,0,0,2023
0,0,0,0,0,2023
"129,820","73,095","77,893","43,857","7,214",2023
0,0,"148,508","148,508","43,525",2023
0,0,0,0,0,2023
0,0,0,0,0,2023
0,0,"143,116","143,116","41,945",2023
0,0,"94,796","94,796","27,783",2023
0,0,"63,467","63,467","18,601",2023
0,0,"77,102","77,102","22,597",2023
0,0,"18,249","18,249","5,348",2023
0,0,0,0,0,2023
0,0,0,0,0,2023
0,0,"14,924","14,924","4,374",2023
0,0,"46,618","46,618","13,663",2023
0,0,"52,184","52,184","15,280",2023
"202,967","202,967","97,423","97,423","10,193",2023
"523,084","183,945","546,724","192,229","35,336",2023
0,0,0,0,0,2023
371,183,"2,173","1,067",209,2023
0,0,0,0,0,2023
160,40,939,239,43,2023
"1,190,203","273,373","1,248,291","286,791","51,659",2023
0,0,0,0,0,2023
180,8,"1,027",51,11,2023
"366,751","106,371","377,753","109,561","24,083",2023
0,0,0,0,0,2023
34,12,195,74,17,2023
"2,155,026","870,505","2,219,678","896,622","192,539",2023
0,0,0,0,0,2023
73,30,416,174,39,2023
55,48,318,279,31,2023
"3,712","3,264","3,859","3,396",383,2023
0,0,"13,743","13,743","4,028",2023
0,0,"130,519","130,519","36,770",2023
0,0,"27,770","27,770","8,139",2023
0,0,"46,847","46,847","13,730",2023
0,0,0,0,0,2023
0,0,0,0,0,2023
0,0,"14,187","14,187","3,369",2023
"736,229","205,087","684,693","190,731","48,633",2023
608,351,"3,498","2,018",417,2023
"161,433","23,653","2,456,088","359,770","86,463",2023
0,0,"362,308","362,308","106,187",2023
0,0,"73,396","73,396","21,511",2023
0,0,0,0,0,2023
"91,124","30,177","1,011,655","335,032","75,007",2023
"926,572","306,861","953,443","315,759","70,903",2023
"31,685","10,680","32,319","10,894",906,2023
"230,738","79,925","3,784,103","1,310,777","113,119",2023
"110,264","19,540","2,866,864","507,987","90,072",2023
"537,567","94,935","6,343,291","1,120,217","198,628",2023
0,0,0,0,0,2023
"2,636,356","463,503","2,741,810","482,042","85,472",2023
"5,889","1,055","37,866","6,776","1,202",2023
"31,164","5,508","146,473","25,883","4,589",2023
"103,407","18,259","977,196","172,536","30,593",2023
0,0,0,0,0,2023
"1,015,238","196,706","12,314,837","2,386,023","386,362",2023
0,0,0,0,0,2023
"6,118,952","1,176,809","6,424,899","1,235,652","200,085",2023
0,0,0,0,0,2023
"148,651","28,850","1,221,911","237,144","38,400",2023
0,0,"424,052","424,052","124,283",2023
0,0,"24,460","24,460","-5,758",2023
"668,668","87,910","7,736,490","1,017,120","212,186",2023
"3,908",517,"22,862","3,021",630,2023
"881,306","119,923","918,209","124,921","26,077",2023
"10,089","1,335","20,785","2,749",573,2023
"50,753","6,682","321,521","42,330","8,818",2023
