"Total Fuel Consumption
Quantity","Electric Fuel Consumption
Quantity","Total Fuel Consumption
MMBtu","Elec Fuel Consumption
MMBtu","Net Generation
(Megawatthours)",YEAR
0,0,"10,995","10,995","3,222",2023
0,0,"2,685,202","2,685,202","786,987",2023
"6,590","6,590",0,0,-899,2023
0,0,"2,153,263","2,153,263","631,085",2023
0,0,"1,798,454","1,798,454","527,097",2023
246,246,"1,357","1,357",171,2023
0,0,"10,649","10,649","3,121",2023
0,0,"12,164","12,164","3,565",2023
0,0,"10,455","10,455","3,064",2023
0,0,"10,768","10,768","3,156",2023
0,0,"10,235","10,235","3,000",2023
0,0,"11,776","11,776","3,451",2023
289,289,0,0,-98,2023
0,0,"1,459,213","1,459,213","427,671",2023
0,0,"4,135,964","4,135,964","1,212,182",2023
0,0,"18,608","18,608","5,454",2023
0,0,"5,176","5,176","1,517",2023
0,0,"7,887","7,887","2,311",2023
0,0,"5,064","5,064","1,484",2023
0,0,"25,883","25,883","7,586",2023
0,0,"33,515","33,515","9,823",2023
0,0,"1,097,740","1,097,740","321,729",2023
114,114,631,631,102,2023
71,71,393,393,64,2023
0,0,"62,026","62,026","18,179",2023
0,0,"7,968","7,968","2,335",2023
0,0,"8,950","8,950","2,623",2023
0,0,"9,353","9,353","2,741",2023
0,0,"6,306","6,306","1,848",2023
0,0,"839,990","839,990","246,187",2023
"4,541","4,541","4,708","4,708","14,572",2023
"2,518,420","2,518,420","2,611,602","2,611,602","237,282",2023
0,0,"1,408,043","1,408,043","412,674",2023
0,0,"462,390","462,390","135,519",2023
0,0,"21,684","21,684","6,355",2023
0,0,"23,410","23,410","6,861",2023
0,0,"10,068","10,068","2,951",2023
0,0,"45,532","45,532","13,345",2023
0,0,"30,858","30,858","9,044",2023
0,0,"26,817","26,817","7,860",2023
0,0,"15,602","15,602","4,573",2023
0,0,"105,515","105,515","30,924",2023
0,0,0,0,0,2023
"107,244","6,208","113,679","6,581",579,2023
"57,121","3,308","1,017,897","58,929","5,181",2023
0,0,"160,078","160,078","46,916",2023
0,0,"7,807","7,807","2,289",2023
0,0,"86,604","86,604","25,382",2023
0,0,"7,353","7,353","2,155",2023
0,0,"9,705","9,705","2,844",2023
0,0,"8,662","8,662","2,539",2023
0,0,"5,208","5,208","1,526",2023
0,0,"27,564","27,564","8,078",2023
0,0,"35,693","35,693","10,461",2023
0,0,"37,566","37,566","11,010",2023
0,0,"33,809","33,809","9,909",2023
0,0,"13,502","13,502","3,957",2023
0,0,"41,118","41,118","12,051",2023
0,0,"26,681","26,681","7,820",2023
0,0,"6,618","6,618","1,939",2023
0,0,"7,295","7,295","2,138",2023
0,0,"7,633","7,633","2,237",2023
0,0,"6,855","6,855","2,009",2023
0,0,"655,584","655,584","192,141",2023
0,0,"8,697","8,697","2,549",2023
0,0,"79,589","79,589","23,326",2023
0,0,"13,767","13,767","4,035",2023
0,0,"72,931","72,931","21,375",2023
0,0,"5,103","5,103","1,495",2023
0,0,"2,550,275","2,550,275","747,443",2023
0,0,"25,029","25,029","7,336",2023
0,0,"7,391","7,391","2,166",2023
0,0,"7,504","7,504","2,199",2023
0,0,"7,165","7,165","2,100",2023
0,0,"5,044","5,044","1,478",2023
0,0,"3,253,317","3,253,317","953,493",2023
0,0,"31,087","31,087","9,111",2023
47,47,262,262,19,2023
0,0,"708,199","708,199","207,561",2023
0,0,"25,325","25,325","7,422",2023
0,0,"22,604","22,604","6,625",2023
0,0,"6,028","6,028","1,767",2023
0,0,"7,031","7,031","2,061",2023
0,0,"8,014","8,014","2,349",2023
586,586,0,0,-260,2023
0,0,"28,906","28,906","8,472",2023
0,0,"920,450","920,450","269,768",2023
0,0,"273,899","273,899","80,275",2023
0,0,"320,582","320,582","93,957",2023
0,0,"3,577","3,577","1,048",2023
0,0,"2,940,606","2,940,606","861,843",2023
82,82,0,0,843,2023
0,0,"25,570","25,570","7,494",2023
77,77,0,0,947,2023
0,0,"27,687","27,687","8,114",2023
77,77,0,0,865,2023
0,0,"23,655","23,655","6,933",2023
0,0,"76,784","76,784","22,504",2023
0,0,"24,579","24,579","7,204",2023
0,0,"3,609","3,609","1,058",2023
0,0,"431,297","431,297","126,406",2023
0,0,"8,605","8,605","2,522",2023
0,0,"6,357","6,357","1,863",2023
0,0,"11,228","11,228","3,291",2023
57,57,316,316,34,2023
0,0,"419,619","419,619","122,983",2023
0,0,"11,802","11,802","3,459",2023
0,0,"46,886","46,886","13,741",2023
0,0,"5,722","5,722","1,677",2023
0,0,"17,667","17,667","5,178",2023
0,0,"15,418","15,418","4,519",2023
0,0,"2,637,708","2,637,708","773,068",2023
0,0,"19,560","19,560","5,733",2023
0,0,"55,842","55,842","16,366",2023
0,0,"25,496","25,496","7,473",2023
0,0,"786,199","786,199","230,421",2023
0,0,"1,976,204","1,976,204","579,192",2023
0,0,"1,326,290","1,326,290","388,713",2023
"105,939","105,939","60,385","60,385","5,324",2023
"109,549","109,549","62,443","62,443","5,275",2023
0,0,"799,227","799,227","234,240",2023
35,35,195,195,26,2023
0,0,"341,251","341,251","100,015",2023
183,183,"1,010","1,010",45,2023
0,0,0,0,0,2023
0,0,"1,266,412","1,266,412","371,164",2023
0,0,"156,645","156,645","45,910",2023
0,0,"5,484","5,484","1,607",2023
0,0,"15,101","15,101","4,426",2023
0,0,"413,616","413,616","121,224",2023
0,0,0,0,0,2023
0,0,"25,236","25,236","7,396",2023
0,0,"9,215","9,215","2,701",2023
"32,033","32,033",0,0,"-5,806",2023
0,0,"625,914","625,914","183,445",2023
17,17,94,94,8,2023
39,39,230,230,25,2023
0,0,"654,105","654,105","191,707",2023
"3,576,255","3,576,255","3,644,203","3,644,203","365,515",2023
15,15,83,83,6,2023
0,0,"10,188","10,188","2,986",2023
18,18,100,100,14,2023
50,50,278,278,61,2023
0,0,"2,563","2,563",751,2023
"93,279","93,279","93,279","93,279","13,125",2023
"77,556","77,556","77,556","77,556","11,025",2023
"52,489","52,489","52,489","52,489","7,813",2023
"100,734","100,734","100,734","100,734","14,679",2023
72,72,443,443,53,2023
0,0,"1,531,487","1,531,487","448,853",2023
0,0,"92,286","92,286","27,048",2023
0,0,"205,851","205,851","60,331",2023
0,0,"383,912","383,912","112,518",2023
0,0,"93,556","93,556","27,419",2023
0,0,"8,966","8,966","2,627",2023
0,0,"538,960","538,960","157,960",2023
0,0,"1,125,447","1,125,447","329,850",2023
0,0,"12,341","12,341","3,617",2023
0,0,"6,163","6,163","1,806",2023
0,0,"9,554","9,554","2,800",2023
0,0,"21,749","21,749","6,374",2023
0,0,"1,802,292","1,802,292","528,222",2023
0,0,"10,759","10,759","3,153",2023
0,0,"7,031","7,031","2,060",2023
0,0,"1,706,284","1,706,284","500,083",2023
0,0,"8,505","8,505","2,493",2023
0,0,"10,725","10,725","3,143",2023
0,0,"3,696,698","3,696,698","1,083,440",2023
0,0,"486,629","486,629","142,623",2023
0,0,"1,846,331","1,846,331","541,129",2023
0,0,0,0,0,2023
0,0,"28,818","28,818","8,446",2023
0,0,"11,789","11,789","3,455",2023
0,0,"26,578","26,578","7,790",2023
0,0,"2,157,640","2,157,640","632,368",2023
0,0,"1,362,528","1,362,528","399,334",2023
"13,030","13,030",0,0,"-2,148",2023
0,0,"561,889","561,889","164,680",2023
0,0,"534,577","534,577","156,675",2023
"640,330","640,330","640,330","640,330","55,343",2023
0,0,"616,266","616,266","180,617",2023
0,0,"3,135,792","3,135,792","919,048",2023
0,0,"499,726","499,726","146,462",2023
0,0,"20,656","20,656","6,054",2023
0,0,"11,068","11,068","3,244",2023
0,0,"13,085","13,085","3,835",2023
0,0,"31,118","31,118","9,120",2023
0,0,"10,124","10,124","2,967",2023
0,0,"8,198","8,198","2,404",2023
0,0,"581,304","581,304","170,371",2023
0,0,"20,285","20,285","5,945",2023
0,0,"15,406","15,406","4,515",2023
0,0,"4,492,813","4,492,813","1,316,768",2023
0,0,"10,353","10,353","3,034",2023
0,0,"10,202","10,202","2,990",2023
0,0,"10,211","10,211","2,993",2023
0,0,"8,198","8,198","2,404",2023
0,0,"19,997","19,997","5,861",2023
0,0,"8,126","8,126","2,381",2023
0,0,"9,145","9,145","2,680",2023
0,0,"8,033","8,033","2,354",2023
0,0,"8,344","8,344","2,446",2023
0,0,"10,212","10,212","2,993",2023
0,0,"10,169","10,169","2,980",2023
0,0,"9,381","9,381","2,749",2023
0,0,"8,938","8,938","2,620",2023
0,0,"6,975","6,975","2,044",2023
0,0,"5,966","5,966","1,749",2023
0,0,"6,474","6,474","1,897",2023
0,0,"6,256","6,256","1,834",2023
0,0,"8,954","8,954","2,624",2023
0,0,"11,386","11,386","3,337",2023
"3,296","3,296",0,0,-236,2023
0,0,"215,820","215,820","63,253",2023
0,0,"413,251","413,251","121,117",2023
0,0,"480,853","480,853","140,930",2023
0,0,"508,993","508,993","149,177",2023
0,0,"9,751","9,751","2,858",2023
0,0,"32,605","32,605","9,556",2023
0,0,"1,911,314","1,911,314","560,174",2023
"1,546,588","1,546,588","1,592,986","1,592,986","152,179",2023
0,0,"7,642","7,642","2,240",2023
0,0,"10,675","10,675","3,129",2023
0,0,"20,486","20,486","6,004",2023
0,0,"11,330","11,330","3,321",2023
0,0,"10,575","10,575","3,099",2023
0,0,"23,034","23,034","6,751",2023
0,0,"19,492","19,492","5,713",2023
0,0,"7,022","7,022","2,058",2023
0,0,"359,417","359,417","105,339",2023
"8,801","8,801",0,0,"-2,340",2023
0,0,"3,455,226","3,455,226","1,012,669",2023
"11,188","11,188",0,0,"-2,894",2023
0,0,"3,609,646","3,609,646","1,057,927",2023
0,0,"2,986,901","2,986,901","875,410",2023
"130,588","130,588",0,0,"-19,382",2023
"25,332,832","25,332,832","26,445,377","26,445,377","3,945,562",2023
0,0,"2,472,443","2,472,443","724,631",2023
0,0,"6,557","6,557","1,922",2023
0,0,"9,124","9,124","2,674",2023
34,34,0,0,-32,2023
0,0,0,0,0,2023
"52,082","52,082","52,082","52,082","7,573",2023
"55,559","55,559","55,559","55,559","7,778",2023
"48,285","48,285","48,285","48,285","6,985",2023
"49,374","49,374","49,374","49,374","7,208",2023
"55,157","55,157","55,157","55,157","8,704",2023
"56,054","56,054","56,054","56,054","7,824",2023
"190,363","190,363","190,363","190,363","27,115",2023
0,0,"10,778","10,778","3,159",2023
0,0,"8,786","8,786","2,575",2023
0,0,"21,519","21,519","6,307",2023
0,0,"16,484","16,484","4,832",2023
0,0,"29,549","29,549","8,660",2023
0,0,"24,933","24,933","7,307",2023
0,0,"1,177,353","1,177,353","345,062",2023
319,319,0,0,-64,2023
0,0,"9,345","9,345","2,739",2023
0,0,"3,788,466","3,788,466","1,110,336",2023
"68,829","68,829","70,894","70,894","8,152",2023
41,41,228,228,55,2023
203,203,"1,120","1,120",106,2023
0,0,"2,571,128","2,571,128","753,554",2023
0,0,"1,837,779","1,837,779","538,622",2023
0,0,"143,441","143,441","42,040",2023
0,0,"28,218","28,218","8,270",2023
0,0,"30,862","30,862","9,045",2023
0,0,"94,873","94,873","27,806",2023
0,0,"4,953","4,953","1,452",2023
0,0,"33,449","33,449","9,803",2023
0,0,"12,709","12,709","3,725",2023
0,0,"34,376","34,376","10,075",2023
0,0,"35,037","35,037","10,269",2023
101,101,0,0,-42,2023
0,0,"595,139","595,139","174,425",2023
0,0,"7,096","7,096","2,080",2023
"2,776","2,776",0,0,-964,2023
0,0,"29,309","29,309","8,590",2023
0,0,"6,957","6,957","2,039",2023
0,0,"10,179","10,179","2,983",2023
0,0,"7,911","7,911","2,319",2023
0,0,"13,089","13,089","3,836",2023
0,0,"5,631","5,631","1,650",2023
0,0,"5,943","5,943","1,742",2023
0,0,0,0,0,2023
0,0,"714,033","714,033","209,271",2023
0,0,"521,271","521,271","152,776",2023
2,2,11,11,1,2023
161,161,163,163,18,2023
0,0,"3,808,786","3,808,786","1,116,291",2023
0,0,"33,107","33,107","9,703",2023
0,0,0,0,0,2023
0,0,0,0,0,2023
0,0,"32,676","32,676","9,577",2023
0,0,"2,852,864","2,852,864","836,127",2023
"2,260","2,260","12,551","12,551","1,318",2023
0,0,"13,118","13,118","3,845",2023
0,0,"10,093","10,093","2,958",2023
0,0,"13,729","13,729","4,024",2023
0,0,"2,023,328","2,023,328","593,004",2023
0,0,"530,863","530,863","155,587",2023
0,0,"505,024","505,024","148,014",2023
0,0,"438,958","438,958","128,651",2023
0,0,"540,514","540,514","158,415",2023
0,0,"37,929","37,929","11,116",2023
0,0,"45,270","45,270","13,268",2023
0,0,"4,780","4,780","1,401",2023
0,0,"5,138","5,138","1,506",2023
"121,990","121,990","63,434","63,434","3,873",2023
0,0,"82,768","82,768","24,258",2023
0,0,"8,984","8,984","2,633",2023
647,647,0,0,-159,2023
0,0,"429,783","429,783","125,962",2023
0,0,"10,161","10,161","2,978",2023
0,0,0,0,0,2023
0,0,"34,216","34,216","10,028",2023
0,0,"15,900","15,900","4,660",2023
0,0,0,0,0,2023
0,0,"27,189","27,189","7,968",2023
0,0,"35,627","35,627","10,442",2023
0,0,"61,668","61,668","18,074",2023
0,0,"37,348","37,348","10,946",2023
0,0,"928,968","928,968","272,265",2023
0,0,"140,240","140,240","41,102",2023
"1,074","1,074","6,660","6,660",707,2023
0,0,"28,760","28,760","8,429",2023
0,0,"30,326","30,326","8,888",2023
0,0,"12,011","12,011","3,520",2023
0,0,"20,032","20,032","5,871",2023
0,0,"11,435","11,435","3,351",2023
0,0,"11,994","11,994","3,515",2023
0,0,"679,649","679,649","199,194",2023
0,0,"10,550","10,550","3,092",2023
0,0,"453,241","453,241","132,837",2023
0,0,"163,043","163,043","47,785",2023
"253,105","253,105","260,698","260,698","35,870",2023
0,0,"13,730","13,730","4,024",2023
0,0,"118,517","118,517","34,735",2023
0,0,"38,898","38,898","11,400",2023
0,0,"1,196,404","1,196,404","350,646",2023
395,395,"2,290","2,290",204,2023
0,0,"7,345","7,345","2,152",2023
0,0,287,287,84,2023
0,0,"460,320","460,320","134,912",2023
0,0,"440,215","440,215","129,020",2023
0,0,"20,168","20,168","5,911",2023
0,0,"9,750","9,750","2,858",2023
680,680,0,0,-253,2023
0,0,"29,460","29,460","8,634",2023
744,744,0,0,-242,2023
0,0,"33,709","33,709","9,880",2023
0,0,"19,937","19,937","5,843",2023
0,0,"22,664","22,664","6,642",2023
0,0,"18,075","18,075","5,297",2023
0,0,"12,353","12,353","3,620",2023
0,0,"7,751","7,751","2,272",2023
0,0,"18,683","18,683","5,476",2023
0,0,"19,122","19,122","5,604",2023
0,0,"19,661","19,661","5,762",2023
653,653,0,0,-79,2023
0,0,"22,320","22,320","6,541",2023
0,0,"5,219","5,219","1,530",2023
"273,985","273,985","282,205","282,205","38,155",2023
"116,054","116,054","119,536","119,536","16,354",2023
"75,459","75,459","77,723","77,723","10,438",2023
"53,961","53,961","55,580","55,580","7,599",2023
"259,308","259,308","267,087","267,087","37,353",2023
"197,679","197,679","203,609","203,609","28,182",2023
"193,513","193,513","199,318","199,318","27,819",2023
"56,369","56,369","58,060","58,060","8,050",2023
"55,607","55,607","57,275","57,275","7,801",2023
0,0,"31,511","31,511","9,235",2023
0,0,"31,174","31,174","9,136",2023
0,0,"31,994","31,994","9,377",2023
0,0,"15,594","15,594","4,570",2023
0,0,"5,729","5,729","1,679",2023
0,0,"2,843,913","2,843,913","833,503",2023
0,0,"16,026","16,026","4,697",2023
0,0,"54,209","54,209","15,888",2023
152,152,0,0,-75,2023
0,0,"1,911,058","1,911,058","560,099",2023
0,0,"10,077","10,077","2,953",2023
0,0,"12,118","12,118","3,552",2023
0,0,"13,516","13,516","3,961",2023
0,0,"9,782","9,782","2,867",2023
0,0,"10,241","10,241","3,002",2023
0,0,"9,337","9,337","2,737",2023
0,0,"7,370","7,370","2,160",2023
0,0,"7,471","7,471","2,189",2023
0,0,"12,002","12,002","3,518",2023
0,0,"441,939","441,939","129,525",2023
0,0,"26,242","26,242","7,691",2023
0,0,"7,235","7,235","2,120",2023
"1,142","1,142",0,0,-81,2023
"4,125","4,125",0,0,-639,2023
0,0,"24,373","24,373","7,143",2023
"12,332","4,773","12,727","4,926",433,2023
0,0,"1,856","1,856",544,2023
0,0,"21,278","21,278","6,236",2023
0,0,430,430,126,2023
0,0,0,0,0,2023
0,0,"27,168","27,168","7,963",2023
"28,532","28,532",0,0,"-3,224",2023
0,0,"412,139","412,139","120,791",2023
0,0,"1,926,256","1,926,256","564,553",2023
0,0,"14,702","14,702","4,309",2023
0,0,"17,974","17,974","5,268",2023
0,0,"412,303","412,303","120,839",2023
0,0,"38,197","38,197","11,195",2023
743,743,0,0,-336,2023
0,0,"2,430,144","2,430,144","712,235",2023
0,0,"7,022","7,022","2,058",2023
"153,217","99,824","153,217","99,824","8,601",2023
0,0,"325,162","325,162","95,299",2023
0,0,"9,608","9,608","2,816",2023
0,0,"9,241","9,241","2,708",2023
0,0,"7,871","7,871","2,307",2023
"1,010,830","960,716","1,010,830","960,716","84,471",2023
0,0,"5,956","5,956","1,746",2023
0,0,"10,904","10,904","3,196",2023
0,0,"2,495,621","2,495,621","731,425",2023
0,0,"42,130","42,130","12,347",2023
0,0,"13,873","13,873","4,066",2023
0,0,"182,938","182,938","53,616",2023
0,0,"24,478","24,478","7,174",2023
0,0,"36,307","36,307","10,641",2023
0,0,"19,977","19,977","5,855",2023
0,0,"714,542","714,542","209,420",2023
0,0,"435,941","435,941","127,767",2023
0,0,"394,667","394,667","115,670",2023
0,0,"64,516","64,516","18,909",2023
0,0,"13,531","13,531","3,966",2023
0,0,"5,968","5,968","1,749",2023
0,0,"21,666","21,666","6,350",2023
0,0,"5,996","5,996","1,757",2023
0,0,"10,894","10,894","3,193",2023
0,0,"26,370","26,370","7,729",2023
0,0,"1,096,169","1,096,169","321,269",2023
0,0,"6,904","6,904","2,023",2023
0,0,"4,791","4,791","1,404",2023
0,0,"13,058","13,058","3,827",2023
0,0,"26,405","26,405","7,739",2023
0,0,"5,340","5,340","1,565",2023
0,0,"44,165","44,165","12,944",2023
0,0,"73,801","73,801","21,630",2023
0,0,"61,606","61,606","18,056",2023
0,0,"6,956","6,956","2,039",2023
0,0,"2,208,238","2,208,238","647,198",2023
0,0,"764,856","764,856","224,167",2023
0,0,"22,459","22,459","6,582",2023
0,0,"13,285","13,285","3,893",2023
0,0,"713,033","713,033","208,978",2023
0,0,"5,122","5,122","1,501",2023
0,0,"11,542","11,542","3,383",2023
0,0,"2,663,938","2,663,938","780,755",2023
0,0,"6,916","6,916","2,027",2023
0,0,"886,676","886,676","259,870",2023
0,0,"502,275","502,275","147,209",2023
0,0,"630,439","630,439","184,771",2023
0,0,"660,818","660,818","193,675",2023
0,0,"134,408","134,408","39,393",2023
0,0,"145,267","145,267","42,575",2023
0,0,"338,092","338,092","99,089",2023
0,0,"10,410","10,410","3,051",2023
0,0,"20,097","20,097","5,890",2023
0,0,"12,570","12,570","3,684",2023
0,0,"14,225","14,225","4,169",2023
0,0,"447,978","447,978","131,295",2023
0,0,"15,450","15,450","4,528",2023
0,0,"5,692","5,692","1,668",2023
0,0,"10,358","10,358","3,035",2023
0,0,"9,426","9,426","2,763",2023
0,0,"12,088","12,088","3,543",2023
0,0,"10,681","10,681","3,130",2023
858,858,0,0,-229,2023
0,0,"1,879,681","1,879,681","550,903",2023
0,0,"2,179,435","2,179,435","638,756",2023
290,290,0,0,-158,2023
0,0,"1,861,180","1,861,180","545,481",2023
0,0,"17,678","17,678","5,181",2023
0,0,"8,802","8,802","2,580",2023
0,0,"1,722,414","1,722,414","504,811",2023
0,0,"13,573","13,573","3,978",2023
0,0,"13,300","13,300","3,898",2023
0,0,"12,590","12,590","3,690",2023
0,0,"5,020,872","5,020,872","1,471,533",2023
0,0,"133,026","133,026","38,988",2023
0,0,"2,662,676","2,662,676","780,386",2023
608,608,0,0,-608,2023
0,0,"35,484","35,484","10,400",2023
0,0,"10,170","10,170","2,981",2023
"1,153,573","1,153,573","545,638","545,638","51,856",2023
0,0,"20,770","20,770","6,087",2023
0,0,"17,077","17,077","5,005",2023
0,0,"6,504","6,504","1,907",2023
0,0,"10,694","10,694","3,134",2023
0,0,"13,372","13,372","3,919",2023
0,0,"2,029,869","2,029,869","594,920",2023
"48,711","6,094","604,504","75,611","4,005",2023
"2,077","2,077",0,0,-154,2023
"2,574","2,574",0,0,-184,2023
0,0,"8,466","8,466","2,481",2023
0,0,0,0,0,2023
0,0,"12,734","12,734","3,732",2023
0,0,"9,582","9,582","2,808",2023
0,0,"6,672","6,672","1,955",2023
0,0,"10,048","10,048","2,945",2023
0,0,"9,853","9,853","2,888",2023
0,0,"15,030","15,030","4,405",2023
0,0,"8,390","8,390","2,459",2023
0,0,"15,549","15,549","4,557",2023
0,0,"11,053","11,053","3,240",2023
0,0,"9,222","9,222","2,703",2023
0,0,"17,905","17,905","5,248",2023
0,0,"979,661","979,661","287,122",2023
0,0,"1,292,220","1,292,220","378,728",2023
0,0,"32,498","32,498","9,525",2023
0,0,"13,871","13,871","4,066",2023
0,0,"865,711","865,711","253,726",2023
0,0,"10,926","10,926","3,202",2023
"54,386","48,120","56,508","49,997","4,238",2023
0,0,"8,629","8,629","2,529",2023
0,0,"41,756","41,756","12,238",2023
0,0,"6,908","6,908","2,025",2023
0,0,"25,577","25,577","7,496",2023
0,0,"15,181","15,181","4,449",2023
"1,988","1,988",0,0,-236,2023
486,486,0,0,-406,2023
0,0,"2,181,334","2,181,334","639,313",2023
0,0,"5,753","5,753","1,686",2023
0,0,"9,454","9,454","2,771",2023
0,0,"58,630","58,630","17,183",2023
0,0,"483,425","483,425","141,684",2023
0,0,"516,293","516,293","151,317",2023
0,0,"493,590","493,590","144,663",2023
0,0,"540,141","540,141","158,306",2023
0,0,"18,790","18,790","5,507",2023
0,0,"541,576","541,576","158,727",2023
"196,659","187,149","203,935","194,074","17,064",2023
0,0,"555,537","555,537","162,818",2023
0,0,"509,092","509,092","149,206",2023
0,0,"520,576","520,576","152,572",2023
0,0,"540,216","540,216","158,328",2023
0,0,"478,917","478,917","140,363",2023
"43,155,550","43,155,550","45,917,844","45,917,844","7,096,466",2023
0,0,"33,933","33,933","9,945",2023
0,0,"222,090","222,090","65,091",2023
0,0,"1,111,351","1,111,351","325,718",2023
0,0,"87,153","87,153","25,543",2023
0,0,"1,179,183","1,179,183","345,599",2023
444,444,0,0,-405,2023
0,0,"1,361,546","1,361,546","399,046",2023
0,0,"847,012","847,012","248,245",2023
0,0,"29,889","29,889","8,760",2023
0,0,"12,238","12,238","3,587",2023
0,0,"38,197","38,197","11,195",2023
0,0,"3,513,872","3,513,872","1,029,857",2023
0,0,"1,293,831","1,293,831","379,200",2023
0,0,"1,677,823","1,677,823","491,742",2023
0,0,"14,956","14,956","4,383",2023
0,0,"19,807","19,807","5,805",2023
"49,613,211","49,613,211","52,908,054","52,908,054","8,154,972",2023
0,0,"239,907","239,907","70,313",2023
0,0,"351,965","351,965","103,155",2023
0,0,"6,303,479","6,303,479","1,847,444",2023
0,0,"38,532","38,532","11,293",2023
0,0,"595,546","595,546","174,544",2023
0,0,"3,883,383","3,883,383","1,138,154",2023
0,0,"21,260","21,260","6,231",2023
0,0,"8,418","8,418","2,467",2023
0,0,"270,685","270,685","79,333",2023
0,0,"9,062","9,062","2,656",2023
0,0,"6,764","6,764","1,982",2023
0,0,"6,476","6,476","1,898",2023
0,0,"5,838","5,838","1,711",2023
0,0,"6,355","6,355","1,862",2023
0,0,"5,844","5,844","1,713",2023
428,428,0,0,-62,2023
0,0,"14,108","14,108","4,135",2023
0,0,0,0,0,2023
0,0,"21,745","21,745","6,373",2023
701,701,0,0,22,2023
0,0,"14,968","14,968","4,387",2023
543,543,0,0,-5,2023
0,0,"9,245","9,245","2,709",2023
0,0,0,0,0,2023
0,0,"26,765","26,765","7,844",2023
"1,068","1,068",0,0,-117,2023
0,0,"28,158","28,158","8,253",2023
0,0,0,0,0,2023
0,0,"17,210","17,210","5,044",2023
0,0,0,0,0,2023
0,0,"29,490","29,490","8,643",2023
690,690,0,0,-95,2023
0,0,"28,608","28,608","8,385",2023
0,0,"6,350","6,350","1,861",2023
0,0,"50,439","50,439","14,783",2023
231,231,0,0,-10,2023
0,0,"7,073","7,073","2,073",2023
0,0,"5,840","5,840","1,711",2023
0,0,"4,662","4,662","1,366",2023
0,0,"6,302","6,302","1,847",2023
0,0,"6,387","6,387","1,872",2023
0,0,"7,094","7,094","2,079",2023
0,0,"99,365","99,365","29,122",2023
0,0,"79,996","79,996","23,445",2023
0,0,"125,338","125,338","36,734",2023
0,0,"110,203","110,203","32,299",2023
0,0,"24,006","24,006","7,036",2023
0,0,"152,248","152,248","44,621",2023
0,0,"23,031","23,031","6,750",2023
0,0,"41,486","41,486","12,159",2023
0,0,"10,399","10,399","3,047",2023
0,0,"20,548","20,548","6,022",2023
0,0,"18,592","18,592","5,449",2023
588,588,0,0,33,2023
0,0,"25,695","25,695","7,531",2023
561,561,0,0,-67,2023
0,0,"21,930","21,930","6,427",2023
0,0,"60,427","60,427","17,710",2023
0,0,"94,311","94,311","27,641",2023
0,0,"6,064","6,064","1,777",2023
0,0,"6,319","6,319","1,852",2023
0,0,"6,706","6,706","1,965",2023
0,0,"7,210","7,210","2,113",2023
0,0,"5,915","5,915","1,733",2023
0,0,"7,143","7,143","2,094",2023
890,890,0,0,-16,2023
0,0,"11,959","11,959","3,505",2023
0,0,"20,709","20,709","6,070",2023
0,0,"16,730","16,730","4,903",2023
0,0,"22,686","22,686","6,649",2023
0,0,"25,467","25,467","7,464",2023
0,0,"27,484","27,484","8,055",2023
0,0,"4,566","4,566","1,338",2023
0,0,"4,442","4,442","1,302",2023
0,0,"6,929","6,929","2,031",2023
725,725,0,0,-317,2023
"25,734","25,734","26,249","26,249","2,499",2023
0,0,"70,757","70,757","20,738",2023
0,0,"1,975,535","1,975,535","578,996",2023
0,0,"78,510","78,510","23,010",2023
0,0,"974,413","974,413","285,584",2023
0,0,"2,814,033","2,814,033","824,746",2023
0,0,"127,809","127,809","37,459",2023
0,0,"5,645","5,645","1,654",2023
0,0,"4,728","4,728","1,386",2023
0,0,"5,734","5,734","1,681",2023
0,0,"5,642","5,642","1,654",2023
0,0,"4,643","4,643","1,361",2023
0,0,"5,986","5,986","1,754",2023
0,0,"5,977","5,977","1,752",2023
0,0,"5,465","5,465","1,602",2023
0,0,"6,860","6,860","2,011",2023
0,0,"5,562","5,562","1,630",2023
0,0,"5,251","5,251","1,539",2023
"1,747","1,747",0,0,-120,2023
0,0,"28,414","28,414","8,328",2023
0,0,"5,694","5,694","1,669",2023
0,0,"5,389","5,389","1,579",2023
0,0,"24,446","24,446","7,165",2023
0,0,"27,509","27,509","8,063",2023
0,0,"317,132","317,132","92,946",2023
0,0,"474,118","474,118","138,956",2023
0,0,"10,279","10,279","3,013",2023
0,0,"10,827","10,827","3,173",2023
0,0,"4,851,138","4,851,138","1,421,787",2023
0,0,"25,319","25,319","7,421",2023
0,0,"9,072","9,072","2,659",2023
0,0,"8,968","8,968","2,628",2023
0,0,"11,666","11,666","3,419",2023
0,0,"11,021","11,021","3,230",2023
0,0,"11,236","11,236","3,293",2023
0,0,"10,474","10,474","3,070",2023
0,0,"667,979","667,979","195,773",2023
0,0,"70,270","70,270","20,595",2023
"1,212,903","1,212,903","1,246,864","1,246,864","108,527",2023
547,547,0,0,-216,2023
0,0,"12,963","12,963","3,799",2023
0,0,"9,805","9,805","2,874",2023
0,0,"7,135","7,135","2,091",2023
0,0,"6,615","6,615","1,939",2023
0,0,"12,892","12,892","3,778",2023
0,0,"11,874","11,874","3,480",2023
0,0,"13,498","13,498","3,956",2023
0,0,"9,603","9,603","2,814",2023
0,0,"481,118","481,118","141,008",2023
0,0,"87,174","87,174","25,549",2023
0,0,"25,820","25,820","7,568",2023
